"","title","tags"
"10895","As work gets more complex, 6 rules to simplify","business"
"10896","As work gets more complex, 6 rules to simplify","leadership"
"10897","As work gets more complex, 6 rules to simplify","productivity"
"10898","As work gets more complex, 6 rules to simplify","work"
"10899","How I beat stage fright","communication"
"10900","How I beat stage fright","entertainment"
"10901","How I beat stage fright","fear"
"10902","Why massive open online courses (still) matter","Internet"
"10903","Why massive open online courses (still) matter","education"
"10904","Why massive open online courses (still) matter","teaching"
"10905","Why massive open online courses (still) matter","technology"
"10906","Why smart statistics are the key to fighting crime","crime"
"10907","Why smart statistics are the key to fighting crime","data"
"10908","Want to be an activist? Start with your toys","TEDYouth"
"10909","Want to be an activist? Start with your toys","activism"
"10910","Want to be an activist? Start with your toys","toy"
"10911","Want to be an activist? Start with your toys","youth"
"10912","Puppies! Now that I’ve got your attention, complexity theory","TEDx"
"10913","Puppies! Now that I’ve got your attention, complexity theory","animals"
"10914","Puppies! Now that I’ve got your attention, complexity theory","complexity"
"10915","Meet a young entrepreneur, cartoonist, designer, activist ...","animation"
"10916","Meet a young entrepreneur, cartoonist, designer, activist ...","creativity"
"10917","Meet a young entrepreneur, cartoonist, designer, activist ...","entrepreneur"
"10918","How we turned the tide on domestic violence (Hint: the Polaroid helped)","gender"
"10919","How we turned the tide on domestic violence (Hint: the Polaroid helped)","violence"
"10920","How we turned the tide on domestic violence (Hint: the Polaroid helped)","women"
"10921","The world is one big dataset. Now, how to photograph it ...","map"
"10922","The world is one big dataset. Now, how to photograph it ...","space"
"10923","The world is one big dataset. Now, how to photograph it ...","technology"
"10924","How architectural innovations migrate across borders","architecture"
"10925","How architectural innovations migrate across borders","cities"
"10926","How architectural innovations migrate across borders","design"
"10927","How architectural innovations migrate across borders","infrastructure"
"10928","A new equation for intelligence","AI"
"10929","A new equation for intelligence","TEDx"
"10930","A new equation for intelligence","brain"
"10931","A new equation for intelligence","cognitivescience"
"10932","A new equation for intelligence","cosmos"
"10933","A new equation for intelligence","engineering"
"10934","A new equation for intelligence","extraterrestriallife"
"10935","A new equation for intelligence","future"
"10936","A new equation for intelligence","gaming"
"10937","A new equation for intelligence","intelligence"
"10938","A new equation for intelligence","machinelearning"
"10939","A new equation for intelligence","math"
"10940","A new equation for intelligence","mind"
"10941","A new equation for intelligence","neuroscience"
"10942","A new equation for intelligence","physics"
"10943","A new equation for intelligence","programming"
"10944","A new equation for intelligence","robots"
"10945","A new equation for intelligence","science"
"10946","A new equation for intelligence","software"
"10947","A new equation for intelligence","universe"
"10948","Art that craves your attention","TEDFellows"
"10949","Art that craves your attention","art"
"10950","Art that craves your attention","creativity"
"10951","Art that craves your attention","interfacedesign"
"10952","Does the media have a ""duty of care""?","TEDx"
"10953","Does the media have a ""duty of care""?","democracy"
"10954","Does the media have a ""duty of care""?","journalism"
"10955","Does the media have a ""duty of care""?","media"
"10956","Does the media have a ""duty of care""?","politics"
"10957","Paper beats plastic? How to rethink environmental folklore","design"
"10958","Paper beats plastic? How to rethink environmental folklore","green"
"10959","Paper beats plastic? How to rethink environmental folklore","sustainability"
"10960","The investment logic for sustainability","business"
"10961","The investment logic for sustainability","finance"
"10962","The investment logic for sustainability","investment"
"10963","The investment logic for sustainability","sustainability"
"10964","Synthetic voices, as unique as fingerprints","biomimicry"
"10965","Synthetic voices, as unique as fingerprints","biotech"
"10966","Synthetic voices, as unique as fingerprints","cyborg"
"10967","Synthetic voices, as unique as fingerprints","disability"
"10968","Synthetic voices, as unique as fingerprints","engineering"
"10969","Synthetic voices, as unique as fingerprints","hearing"
"10970","Synthetic voices, as unique as fingerprints","identity"
"10971","Synthetic voices, as unique as fingerprints","innovation"
"10972","Synthetic voices, as unique as fingerprints","prosthetics"
"10973","Synthetic voices, as unique as fingerprints","science"
"10974","Synthetic voices, as unique as fingerprints","self"
"10975","Synthetic voices, as unique as fingerprints","sound"
"10976","Synthetic voices, as unique as fingerprints","speech"
"10977","Synthetic voices, as unique as fingerprints","technology"
"10978","Synthetic voices, as unique as fingerprints","vocals"
"10979","Love -- you're doing it wrong","TEDx"
"10980","Love -- you're doing it wrong","culture"
"10981","Love -- you're doing it wrong","love"
"10982","Love -- you're doing it wrong","philosophy"
"10983","Love -- you're doing it wrong","relationships"
"10984","A new way to grow bone","biology"
"10985","A new way to grow bone","biomechanics"
"10986","A new way to grow bone","biotech"
"10987","A new way to grow bone","design"
"10988","A new way to grow bone","engineering"
"10989","A new way to grow bone","future"
"10990","A new way to grow bone","health"
"10991","A new way to grow bone","healthcare"
"10992","A new way to grow bone","materials"
"10993","A new way to grow bone","medicalresearch"
"10994","A new way to grow bone","medicine"
"10995","A new way to grow bone","molecularbiology"
"10996","A new way to grow bone","science"
"10997","A new way to grow bone","syntheticbiology"
"10998","A new way to grow bone","technology"
"10999","What it takes to be a great leader","business"
"11000","What it takes to be a great leader","leadership"
"11001","What it takes to be a great leader","motivation"
"11002","What it takes to be a great leader","womeninbusiness"
"11003","Are we designed to be sexual omnivores?","culture"
"11004","Are we designed to be sexual omnivores?","relationships"
"11005","Are we designed to be sexual omnivores?","sex"
"11006","We're all hiding something. Let's find the courage to open up","Genderequality"
"11007","We're all hiding something. Let's find the courage to open up","TEDx"
"11008","We're all hiding something. Let's find the courage to open up","culture"
"11009","We're all hiding something. Let's find the courage to open up","empathy"
"11010","We're all hiding something. Let's find the courage to open up","happiness"
"11011","Can the damaged brain repair itself?","aging"
"11012","Can the damaged brain repair itself?","biotech"
"11013","Can the damaged brain repair itself?","brain"
"11014","Can the damaged brain repair itself?","cognitivescience"
"11015","Can the damaged brain repair itself?","disability"
"11016","Can the damaged brain repair itself?","future"
"11017","Can the damaged brain repair itself?","health"
"11018","Can the damaged brain repair itself?","healthcare"
"11019","Can the damaged brain repair itself?","innovation"
"11020","Can the damaged brain repair itself?","medicalresearch"
"11021","Can the damaged brain repair itself?","medicine"
"11022","Can the damaged brain repair itself?","molecularbiology"
"11023","Can the damaged brain repair itself?","neuroscience"
"11024","Can the damaged brain repair itself?","science"
"11025","Can the damaged brain repair itself?","syntheticbiology"
"11026","Why good hackers make good citizens","cities"
"11027","Why good hackers make good citizens","software"
"11028","Why good hackers make good citizens","urbanplanning"
"11029","We need money for aid. So let’s print it.","economics"
"11030","We need money for aid. So let’s print it.","globalissues"
"11031","We need money for aid. So let’s print it.","poverty"
"11032","What we can learn from galaxies far, far away","TEDYouth"
"11033","What we can learn from galaxies far, far away","astronomy"
"11034","What we can learn from galaxies far, far away","darkmatter"
"11035","What we can learn from galaxies far, far away","energy"
"11036","What we can learn from galaxies far, far away","physics"
"11037","What we can learn from galaxies far, far away","science"
"11038","What we can learn from galaxies far, far away","space"
"11039","What we can learn from galaxies far, far away","universe"
"11040","What we can learn from galaxies far, far away","youth"
"11041","The 3 agencies with the power to make or break economies","business"
"11042","The 3 agencies with the power to make or break economies","finance"
"11043","The 3 agencies with the power to make or break economies","globalissues"
"11044","Could future devices read images from our brains?","Surgery"
"11045","Could future devices read images from our brains?","biotech"
"11046","Could future devices read images from our brains?","brain"
"11047","Could future devices read images from our brains?","cognitivescience"
"11048","Could future devices read images from our brains?","computers"
"11049","Could future devices read images from our brains?","creativity"
"11050","Could future devices read images from our brains?","engineering"
"11051","Could future devices read images from our brains?","intelligence"
"11052","Could future devices read images from our brains?","interfacedesign"
"11053","Could future devices read images from our brains?","medicalimaging"
"11054","Could future devices read images from our brains?","medicalresearch"
"11055","Could future devices read images from our brains?","memory"
"11056","Could future devices read images from our brains?","neuroscience"
"11057","Could future devices read images from our brains?","science"
"11058","Could future devices read images from our brains?","technology"
"11059","Could future devices read images from our brains?","visualizations"
"11060","How data will transform business","business"
"11061","How data will transform business","economics"
"11062","Government surveillance — this is just the beginning","Internet"
"11063","Government surveillance — this is just the beginning","Surveillance"
"11064","Government surveillance — this is just the beginning","TEDFellows"
"11065","Government surveillance — this is just the beginning","business"
"11066","Government surveillance — this is just the beginning","government"
"11067","My DNA vending machine","DNA"
"11068","My DNA vending machine","TEDFellows"
"11069","My DNA vending machine","art"
"11070","A 50-cent microscope that folds like origami","TEDFellows"
"11071","A 50-cent microscope that folds like origami","globalissues"
"11072","A 50-cent microscope that folds like origami","health"
"11073","A 50-cent microscope that folds like origami","physics"
"11074","A word game to communicate in any language","disability"
"11075","A word game to communicate in any language","language"
"11076","A word game to communicate in any language","speech"
"11077","A word game to communicate in any language","technology"
"11078","Can we all ""have it all""?","Genderequality"
"11079","Can we all ""have it all""?","inequality"
"11080","Can we all ""have it all""?","men"
"11081","Can we all ""have it all""?","policy"
"11082","Can we all ""have it all""?","women"
"11083","Can we all ""have it all""?","work"
"11084","Can we all ""have it all""?","work-lifebalance"
"11085","You don't need an app for that","Africa"
"11086","You don't need an app for that","innovation"
"11087","You don't need an app for that","technology"
"11088","The birds and the bees are just the beginning","animals"
"11089","The birds and the bees are just the beginning","biology"
"11090","The birds and the bees are just the beginning","sex"
"11091","The long reach of reason","brain"
"11092","The long reach of reason","consciousness"
"11093","The long reach of reason","culture"
"11094","The long reach of reason","philosophy"
"11095","The long reach of reason","psychology"
"11096","The neuroscience of restorative justice","behavioraleconomics"
"11097","The neuroscience of restorative justice","brain"
"11098","The neuroscience of restorative justice","cognitivescience"
"11099","The neuroscience of restorative justice","crime"
"11100","The neuroscience of restorative justice","culture"
"11101","The neuroscience of restorative justice","empathy"
"11102","The neuroscience of restorative justice","globalissues"
"11103","The neuroscience of restorative justice","morality"
"11104","The neuroscience of restorative justice","neuroscience"
"11105","The neuroscience of restorative justice","prison"
"11106","The neuroscience of restorative justice","psychology"
"11107","The neuroscience of restorative justice","science"
"11108","Here's how we take back the Internet","Internet"
"11109","Here's how we take back the Internet","Surveillance"
"11110","Here's how we take back the Internet","journalism"
"11111","Here's how we take back the Internet","law"
"11112","What I learned from going blind in space","adventure"
"11113","What I learned from going blind in space","culture"
"11114","What I learned from going blind in space","fear"
"11115","What I learned from going blind in space","life"
"11116","What I learned from going blind in space","livemusic"
"11117","What I learned from going blind in space","space"
"11118","My wish: To launch a new era of openness in business","TEDPrize"
"11119","My wish: To launch a new era of openness in business","business"
"11120","My wish: To launch a new era of openness in business","corruption"
"11121","My wish: To launch a new era of openness in business","globalissues"
"11122","The NSA responds to Edward Snowden's TED Talk","Surveillance"
"11123","The NSA responds to Edward Snowden's TED Talk","culture"
"11124","The NSA responds to Edward Snowden's TED Talk","globalissues"
"11125","The NSA responds to Edward Snowden's TED Talk","government"
"11126","The NSA responds to Edward Snowden's TED Talk","law"
"11127","Where’s Google going next?","AI"
"11128","Where’s Google going next?","TEDBrainTrust"
"11129","Where’s Google going next?","algorithm"
"11130","Where’s Google going next?","business"
"11131","Where’s Google going next?","intelligence"
"11132","My daughter, Malala","education"
"11133","My daughter, Malala","family"
"11134","My daughter, Malala","feminism"
"11135","My daughter, Malala","globalissues"
"11136","My daughter, Malala","women"
"11137","To create for the ages, let's combine art and engineering","ancientworld"
"11138","To create for the ages, let's combine art and engineering","architecture"
"11139","To create for the ages, let's combine art and engineering","design"
"11140","To create for the ages, let's combine art and engineering","engineering"
"11141","Zombie roaches and other parasite tales","animals"
"11142","Zombie roaches and other parasite tales","biodiversity"
"11143","Zombie roaches and other parasite tales","biology"
"11144","Zombie roaches and other parasite tales","brain"
"11145","Zombie roaches and other parasite tales","insects"
"11146","Zombie roaches and other parasite tales","microbes"
"11147","Zombie roaches and other parasite tales","microbiology"
"11148","Zombie roaches and other parasite tales","mind"
"11149","Zombie roaches and other parasite tales","nanoscale"
"11150","Zombie roaches and other parasite tales","science"
"11151","Protecting Twitter users (sometimes from themselves)","security"
"11152","Protecting Twitter users (sometimes from themselves)","socialmedia"
"11153","Protecting Twitter users (sometimes from themselves)","technology"
"11154","The new bionics that let us run, climb and dance","dance"
"11155","The new bionics that let us run, climb and dance","exoskeleton"
"11156","The new bionics that let us run, climb and dance","prosthetics"
"11157","The new bionics that let us run, climb and dance","technology"
"11158","Why I must come out","Genderequality"
"11159","Why I must come out","LGBT"
"11160","Why I must come out","Transgender"
"11161","Why I must come out","activism"
"11162","Why I must come out","beauty"
"11163","Why I must come out","fashion"
"11164","Why I must come out","gender"
"11165","Why I must come out","identity"
"11166","Why I must come out","inequality"
"11167","It's TED, the Musical","dance"
"11168","It's TED, the Musical","genetics"
"11169","It's TED, the Musical","music"
"11170","The discovery that could rewrite physics","astronomy"
"11171","The discovery that could rewrite physics","bigbang"
"11172","The discovery that could rewrite physics","physics"
"11173","The discovery that could rewrite physics","space"
"11174","The discovery that could rewrite physics","time"
"11175","The discovery that could rewrite physics","universe"
"11176","Why giving away our wealth has been the most satisfying thing we've done","activism"
"11177","Why giving away our wealth has been the most satisfying thing we've done","business"
"11178","Why giving away our wealth has been the most satisfying thing we've done","money"
"11179","Why giving away our wealth has been the most satisfying thing we've done","philanthropy"
"11180","Your social media ""likes"" expose more than you think","TEDx"
"11181","Your social media ""likes"" expose more than you think","data"
"11182","Your social media ""likes"" expose more than you think","socialmedia"
"11183","Your social media ""likes"" expose more than you think","sociology"
"11184","Your social media ""likes"" expose more than you think","technology"
"11185","The unstoppable walk to political reform","corruption"
"11186","The unstoppable walk to political reform","democracy"
"11187","The unstoppable walk to political reform","government"
"11188","The unstoppable walk to political reform","politics"
"11189","How public spaces make cities work","architecture"
"11190","How public spaces make cities work","cities"
"11191","Teach teachers how to create magic","education"
"11192","Teach teachers how to create magic","innovation"
"11193","Teach teachers how to create magic","magic"
"11194","Teach teachers how to create magic","presentation"
"11195","Teach teachers how to create magic","religion"
"11196","Teach teachers how to create magic","science"
"11197","Teach teachers how to create magic","socialchange"
"11198","Teach teachers how to create magic","storytelling"
"11199","Teach teachers how to create magic","teaching"
"11200"," Hidden miracles of the natural world","bacteria"
"11201"," Hidden miracles of the natural world","film"
"11202"," Hidden miracles of the natural world","insects"
"11203"," Hidden miracles of the natural world","nanoscale"
"11204"," Hidden miracles of the natural world","nature"
"11205"," Hidden miracles of the natural world","photography"
"11206","The sore problem of prosthetic limbs","Senses"
"11207","The sore problem of prosthetic limbs","TEDFellows"
"11208","The sore problem of prosthetic limbs","globalissues"
"11209","The sore problem of prosthetic limbs","prosthetics"
"11210","The sore problem of prosthetic limbs","technology"
"11211","Be passionate. Be courageous. Be your best.","Guns"
"11212","Be passionate. Be courageous. Be your best.","violence"
"11213","Should you live for your résumé ... or your eulogy?","introvert"
"11214","Should you live for your résumé ... or your eulogy?","philosophy"
"11215","Should you live for your résumé ... or your eulogy?","psychology"
"11216","Should you live for your résumé ... or your eulogy?","self"
"11217","Should you live for your résumé ... or your eulogy?","success"
"11218","For parents, happiness is a very high bar","culture"
"11219","For parents, happiness is a very high bar","family"
"11220","For parents, happiness is a very high bar","parenting"
"11221","How I help transgender teens become who they want to be","LGBT"
"11222","How I help transgender teens become who they want to be","TEDx"
"11223","How I help transgender teens become who they want to be","Transgender"
"11224","How I help transgender teens become who they want to be","gender"
"11225","How I help transgender teens become who they want to be","medicine"
"11226","How I help transgender teens become who they want to be","youth"
"11227","The flower-shaped starshade that might help us detect Earth-like planets","Planets"
"11228","The flower-shaped starshade that might help us detect Earth-like planets","astronomy"
"11229","The flower-shaped starshade that might help us detect Earth-like planets","science"
"11230","The flower-shaped starshade that might help us detect Earth-like planets","space"
"11231","The flower-shaped starshade that might help us detect Earth-like planets","technology"
"11232","The flower-shaped starshade that might help us detect Earth-like planets","telescopes"
"11233","My life in typefaces","design"
"11234","My life in typefaces","industrialdesign"
"11235","My life in typefaces","typography"
"11236","Embrace the near win","art"
"11237","Embrace the near win","failure"
"11238","Embrace the near win","motivation"
"11239","How synchronized hammer strikes could generate nuclear fusion","alternativeenergy"
"11240","How synchronized hammer strikes could generate nuclear fusion","energy"
"11241","How synchronized hammer strikes could generate nuclear fusion","future"
"11242","How synchronized hammer strikes could generate nuclear fusion","industrialdesign"
"11243","How synchronized hammer strikes could generate nuclear fusion","nuclearenergy"
"11244","How synchronized hammer strikes could generate nuclear fusion","physics"
"11245","How synchronized hammer strikes could generate nuclear fusion","science"
"11246","How synchronized hammer strikes could generate nuclear fusion","sustainability"
"11247","How synchronized hammer strikes could generate nuclear fusion","visualizations"
"11248","A shark-deterrent wetsuit (and it's not what you think)","TEDx"
"11249","A shark-deterrent wetsuit (and it's not what you think)","biomimicry"
"11250","A shark-deterrent wetsuit (and it's not what you think)","design"
"11251","A shark-deterrent wetsuit (and it's not what you think)","oceans"
"11252","A shark-deterrent wetsuit (and it's not what you think)","sports"
"11253","The best computer interface? Maybe ... your hands","Senses"
"11254","The best computer interface? Maybe ... your hands","TEDFellows"
"11255","The best computer interface? Maybe ... your hands","computers"
"11256","The best computer interface? Maybe ... your hands","design"
"11257","The best computer interface? Maybe ... your hands","interfacedesign"
"11258","The best computer interface? Maybe ... your hands","programming"
"11259","Success, failure and the drive to keep creating","creativity"
"11260","Success, failure and the drive to keep creating","failure"
"11261","Success, failure and the drive to keep creating","success"
"11262","Success, failure and the drive to keep creating","writing"
"11263","Autism — what we know (and what we don't know yet)","Autismspectrumdisorder"
"11264","Autism — what we know (and what we don't know yet)","DNA"
"11265","Autism — what we know (and what we don't know yet)","Vaccines"
"11266","Autism — what we know (and what we don't know yet)","biology"
"11267","Autism — what we know (and what we don't know yet)","children"
"11268","Autism — what we know (and what we don't know yet)","cognitivescience"
"11269","Autism — what we know (and what we don't know yet)","disability"
"11270","Autism — what we know (and what we don't know yet)","disease"
"11271","Autism — what we know (and what we don't know yet)","family"
"11272","Autism — what we know (and what we don't know yet)","genetics"
"11273","Autism — what we know (and what we don't know yet)","health"
"11274","Autism — what we know (and what we don't know yet)","medicalresearch"
"11275","Autism — what we know (and what we don't know yet)","medicine"
"11276","Autism — what we know (and what we don't know yet)","mentalhealth"
"11277","Autism — what we know (and what we don't know yet)","neuroscience"
"11278","Autism — what we know (and what we don't know yet)","pregnancy"
"11279","Autism — what we know (and what we don't know yet)","psychology"
"11280","Autism — what we know (and what we don't know yet)","science"
"11281","Are athletes really getting faster, better, stronger?","DNA"
"11282","Are athletes really getting faster, better, stronger?","genetics"
"11283","Are athletes really getting faster, better, stronger?","innovation"
"11284","Are athletes really getting faster, better, stronger?","physiology"
"11285","Are athletes really getting faster, better, stronger?","science"
"11286","Are athletes really getting faster, better, stronger?","sports"
"11287","Get your next eye exam on a smartphone","Blindness"
"11288","Get your next eye exam on a smartphone","TEDFellows"
"11289","Get your next eye exam on a smartphone","health"
"11290","Get your next eye exam on a smartphone","invention"
"11291","Get your next eye exam on a smartphone","publichealth"
"11292","Get your next eye exam on a smartphone","sight"
"11293","The emergent patterns of climate change","algorithm"
"11294","The emergent patterns of climate change","botany"
"11295","The emergent patterns of climate change","climatechange"
"11296","The emergent patterns of climate change","code"
"11297","The emergent patterns of climate change","computers"
"11298","The emergent patterns of climate change","data"
"11299","The emergent patterns of climate change","ecology"
"11300","The emergent patterns of climate change","environment"
"11301","The emergent patterns of climate change","future"
"11302","The emergent patterns of climate change","green"
"11303","The emergent patterns of climate change","math"
"11304","The emergent patterns of climate change","pollution"
"11305","The emergent patterns of climate change","prediction"
"11306","The emergent patterns of climate change","science"
"11307","The emergent patterns of climate change","visualizations"
"11308","The emergent patterns of climate change","water"
"11309","The emergent patterns of climate change","weather"
"11310","What does the future hold? 11 characters offer quirky answers","future"
"11311","What does the future hold? 11 characters offer quirky answers","humor"
"11312","What does the future hold? 11 characters offer quirky answers","performance"
"11313","What does the future hold? 11 characters offer quirky answers","theater"
"11314","Color blind or color brave?","business"
"11315","Color blind or color brave?","communication"
"11316","Color blind or color brave?","inequality"
"11317","Color blind or color brave?","race"
"11318","Color blind or color brave?","womeninbusiness"
"11319","And for my next trick, a robot","entertainment"
"11320","And for my next trick, a robot","magic"
"11321","And for my next trick, a robot","robots"
"11322","And for my next trick, a robot","technology"
"11323","The military case for sharing knowledge","Surveillance"
"11324","The military case for sharing knowledge","collaboration"
"11325","The military case for sharing knowledge","iraq"
"11326","The military case for sharing knowledge","military"
"11327","The military case for sharing knowledge","war"
"11328","Comics that ask ""what if?""","Google"
"11329","Comics that ask ""what if?""","art"
"11330","Comics that ask ""what if?""","comedy"
"11331","Comics that ask ""what if?""","computers"
"11332","Comics that ask ""what if?""","data"
"11333","Comics that ask ""what if?""","humor"
"11334","Comics that ask ""what if?""","math"
"11335","Comics that ask ""what if?""","physics"
"11336","Comics that ask ""what if?""","science"
"11337","Comics that ask ""what if?""","scienceandart"
"11338","How sampling transformed music","livemusic"
"11339","How sampling transformed music","music"
"11340","How sampling transformed music","performance"
"11341","How to rob a bank (from the inside, that is)","TEDx"
"11342","How to rob a bank (from the inside, that is)","business"
"11343","How to rob a bank (from the inside, that is)","crime"
"11344","How to rob a bank (from the inside, that is)","finance"
"11345","How to rob a bank (from the inside, that is)","law"
"11346","What ants teach us about the brain, cancer and the Internet","Internet"
"11347","What ants teach us about the brain, cancer and the Internet","algorithm"
"11348","What ants teach us about the brain, cancer and the Internet","animals"
"11349","What ants teach us about the brain, cancer and the Internet","ants"
"11350","What ants teach us about the brain, cancer and the Internet","biomimicry"
"11351","What ants teach us about the brain, cancer and the Internet","cancer"
"11352","What ants teach us about the brain, cancer and the Internet","computers"
"11353","What ants teach us about the brain, cancer and the Internet","evolution"
"11354","What ants teach us about the brain, cancer and the Internet","insects"
"11355","What ants teach us about the brain, cancer and the Internet","nature"
"11356","What ants teach us about the brain, cancer and the Internet","science"
"11357","The bridge between suicide and life","culture"
"11358","The bridge between suicide and life","depression"
"11359","The bridge between suicide and life","mentalhealth"
"11360","The bridge between suicide and life","suicide"
"11361","The smelly mystery of the human pheromone   ","TEDx"
"11362","The smelly mystery of the human pheromone   ","animals"
"11363","The smelly mystery of the human pheromone   ","biology"
"11364","The smelly mystery of the human pheromone   ","smell"
"11365","The Museum of Four in the Morning","entertainment"
"11366","The Museum of Four in the Morning","humor"
"11367","The Museum of Four in the Morning","onlinevideo"
"11368","The Museum of Four in the Morning","spokenword"
"11369","The Museum of Four in the Morning","storytelling"
"11370","Why good leaders make you feel safe","business"
"11371","Why good leaders make you feel safe","leadership"
"11372","Why good leaders make you feel safe","military"
"11373","Why good leaders make you feel safe","work"
"11374","Save the oceans, feed the world!","TEDx"
"11375","Save the oceans, feed the world!","oceans"
"11376","Save the oceans, feed the world!","sustainability"
"11377","How the worst moments in our lives make us who we are","Genderequality"
"11378","How the worst moments in our lives make us who we are","LGBT"
"11379","How the worst moments in our lives make us who we are","culture"
"11380","How the worst moments in our lives make us who we are","depression"
"11381","How the worst moments in our lives make us who we are","identity"
"11382","How the worst moments in our lives make us who we are","pain"
"11383","How augmented reality will change sports ... and build empathy","sports"
"11384","How augmented reality will change sports ... and build empathy","technology"
"11385","How augmented reality will change sports ... and build empathy","virtualreality"
"11386","How to talk to veterans about the war","PTSD"
"11387","How to talk to veterans about the war","peace"
"11388","How to talk to veterans about the war","war"
"11389","Why veterans miss war","PTSD"
"11390","Why veterans miss war","film"
"11391","Why veterans miss war","globalissues"
"11392","Why veterans miss war","journalism"
"11393","Why veterans miss war","peace"
"11394","Why veterans miss war","war"
"11395","How the teddy bear taught us compassion","environment"
"11396","How the teddy bear taught us compassion","nature"
"11397","A glimpse of life on the road","TEDFellows"
"11398","A glimpse of life on the road","art"
"11399","A glimpse of life on the road","globalissues"
"11400","A glimpse of life on the road","journalism"
"11401","A glimpse of life on the road","photography"
"11402","A glimpse of life on the road","travel"
"11403","A glimpse of life on the road","youth"
"11404","The hunt for ""unexpected genetic heroes""","""Alzheimers"""
"11405","The hunt for ""unexpected genetic heroes""","biology"
"11406","The hunt for ""unexpected genetic heroes""","data"
"11407","The hunt for ""unexpected genetic heroes""","disease"
"11408","The hunt for ""unexpected genetic heroes""","genetics"
"11409","The hunt for ""unexpected genetic heroes""","health"
"11410","The hunt for ""unexpected genetic heroes""","privacy"
"11411","How I started writing songs again","creativity"
"11412","How I started writing songs again","livemusic"
"11413","How I started writing songs again","music"
"11414","How I started writing songs again","performance"
"11415","Get ready for hybrid thinking","AI"
"11416","Get ready for hybrid thinking","TEDBrainTrust"
"11417","Get ready for hybrid thinking","brain"
"11418","Get ready for hybrid thinking","cloud"
"11419","Get ready for hybrid thinking","evolution"
"11420","Get ready for hybrid thinking","future"
"11421","Get ready for hybrid thinking","technology"
"11422","The psychology of your future self","TEDBrainTrust"
"11423","The psychology of your future self","culture"
"11424","The psychology of your future self","humanity"
"11425","The psychology of your future self","personality"
"11426","The psychology of your future self","psychology"
"11427","Why people need poetry","culture"
"11428","Why people need poetry","language"
"11429","Why people need poetry","poetry"
"11430","The secrets of nature's grossest creatures, channeled into robots","animals"
"11431","The secrets of nature's grossest creatures, channeled into robots","biology"
"11432","The secrets of nature's grossest creatures, channeled into robots","biomimicry"
"11433","The secrets of nature's grossest creatures, channeled into robots","demo"
"11434","The secrets of nature's grossest creatures, channeled into robots","design"
"11435","The secrets of nature's grossest creatures, channeled into robots","exoskeleton"
"11436","The secrets of nature's grossest creatures, channeled into robots","insects"
"11437","The secrets of nature's grossest creatures, channeled into robots","invention"
"11438","The secrets of nature's grossest creatures, channeled into robots","robots"
"11439","The secrets of nature's grossest creatures, channeled into robots","science"
"11440","The secrets of nature's grossest creatures, channeled into robots","technology"
"11441","What the gay rights movement learned from the civil rights movement","Genderequality"
"11442","What the gay rights movement learned from the civil rights movement","LGBT"
"11443","What the gay rights movement learned from the civil rights movement","activism"
"11444","What the gay rights movement learned from the civil rights movement","film"
"11445","What the gay rights movement learned from the civil rights movement","inequality"
"11446","What the gay rights movement learned from the civil rights movement","race"
"11447","I'm not your inspiration, thank you very much","TEDx"
"11448","I'm not your inspiration, thank you very much","activism"
"11449","I'm not your inspiration, thank you very much","comedy"
"11450","I'm not your inspiration, thank you very much","disability"
"11451","I'm not your inspiration, thank you very much","humor"
"11452","I'm not your inspiration, thank you very much","motivation"
"11453","Hackers: the Internet's immune system","Internet"
"11454","Hackers: the Internet's immune system","activism"
"11455","Hackers: the Internet's immune system","crime"
"11456","Hackers: the Internet's immune system","hack"
"11457","Hackers: the Internet's immune system","terrorism"
"11458","The shocking move to criminalize nonviolent protest","TEDFellows"
"11459","The shocking move to criminalize nonviolent protest","activism"
"11460","The shocking move to criminalize nonviolent protest","animals"
"11461","The shocking move to criminalize nonviolent protest","environment"
"11462","The shocking move to criminalize nonviolent protest","journalism"
"11463","The shocking move to criminalize nonviolent protest","nonviolence"
"11464","The shocking move to criminalize nonviolent protest","politics"
"11465","The shocking move to criminalize nonviolent protest","terrorism"
"11466","Why science demands a leap into the unknown","creativity"
"11467","Why science demands a leap into the unknown","medicalresearch"
"11468","Why science demands a leap into the unknown","science"
"11469","Why science demands a leap into the unknown","scienceandart"
"11470","Why science demands a leap into the unknown","socialchange"
"11471","Why science demands a leap into the unknown","teaching"
"11472","Why science demands a leap into the unknown","theater"
"11473","The world's largest family reunion ... we're all invited!","comedy"
"11474","The world's largest family reunion ... we're all invited!","entertainment"
"11475","The world's largest family reunion ... we're all invited!","family"
"11476","The world's largest family reunion ... we're all invited!","genetics"
"11477","The world's largest family reunion ... we're all invited!","history"
"11478","The world's largest family reunion ... we're all invited!","humanity"
"11479","The world's largest family reunion ... we're all invited!","humor"
"11480","Is religion good or bad? (This is a trick question)","atheism"
"11481","Is religion good or bad? (This is a trick question)","faith"
"11482","Is religion good or bad? (This is a trick question)","globalissues"
"11483","Is religion good or bad? (This is a trick question)","philosophy"
"11484","Is religion good or bad? (This is a trick question)","religion"
"11485","What makes a word ""real""?","TEDx"
"11486","What makes a word ""real""?","culture"
"11487","What makes a word ""real""?","language"
"11488","How to make hard choices ","choice"
"11489","How to make hard choices ","decision-making"
"11490","How to make hard choices ","philosophy"
"11491","3 ways to speak English","culture"
"11492","3 ways to speak English","language"
"11493","3 ways to speak English","race"
